City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Huainan,CN,2021-12-08 14:51:12,32.6264,116.9969,49.6,68,72,5.7
296,Samsun,TR,2021-12-08 14:53:50,41.25,36.3333,62.4,75,100,3.74
297,High Rock,BS,2021-12-08 14:53:51,26.6208,-78.2833,73.42,68,4,3.91
298,Barcelos,PT,2021-12-08 14:49:26,41.5388,-8.6151,53.85,78,98,16.96
299,College,US,2021-12-08 14:53:51,64.8569,-147.8028,14.32,92,90,3.44
300,Deputatskiy,RU,2021-12-08 14:53:51,69.3,139.9,-33.32,86,100,3.58
301,Kindu,CD,2021-12-08 14:53:52,-2.95,25.95,83.82,67,94,2.24
302,Gambela,ET,2021-12-08 14:53:52,8.25,34.5833,92.86,24,66,4.5
303,Pitkyaranta,RU,2021-12-08 14:53:53,61.5734,31.4792,8.08,94,45,6.78
304,Acarau,BR,2021-12-08 14:53:53,-2.8856,-40.12,89.76,55,14,19.04
305,Mao,ES,2021-12-08 14:50:52,39.8885,4.2658,50.56,87,20,8.05
306,Cockburn Town,TC,2021-12-08 14:53:43,21.4612,-71.1419,82.36,65,40,11.5
307,Concepcion,CL,2021-12-08 14:50:22,-36.827,-73.0498,67.8,60,0,10.36
308,Coquimbo,CL,2021-12-08 14:51:57,-29.9533,-71.3436,64.13,67,40,14.97
309,Padang,ID,2021-12-08 14:53:54,-0.9492,100.3543,77.05,89,67,4.52
310,Koshurnikovo,RU,2021-12-08 14:53:55,54.1667,93.3,-5.33,99,99,3.44
311,Korla,CN,2021-12-08 14:53:55,41.7597,86.1469,28.92,51,33,3.85
312,Souillac,MU,2021-12-08 14:53:55,-20.5167,57.5167,80.98,69,40,6.91
313,Kichera,RU,2021-12-08 14:53:56,55.9375,110.0997,19.9,81,84,7.52
314,Shizunai,JP,2021-12-08 14:53:56,42.3339,142.3669,41.22,70,100,2.93
315,Astorga,BR,2021-12-08 14:53:56,-23.2325,-51.6656,75.6,34,0,9.24
316,Machaneng,BW,2021-12-08 14:53:57,-23.1862,27.4886,86.22,36,90,13.73
317,Margate,GB,2021-12-08 14:54:57,51.3813,1.3862,48.04,59,37,8.01
318,Taltal,CL,2021-12-08 14:54:58,-25.4,-70.4833,65.89,71,9,6.85
319,Trat,TH,2021-12-08 14:54:58,12.5,102.5,73.22,76,89,6.91
320,Gogrial,SS,2021-12-08 14:54:58,8.5332,28.1004,96.17,14,94,5.84
321,Coihaique,CL,2021-12-08 14:54:02,-45.5752,-72.0662,60.75,51,40,9.22
322,Nishihara,JP,2021-12-08 14:54:59,26.1842,127.7558,65.48,69,20,6.91
323,Porteirinha,BR,2021-12-08 14:54:59,-15.7433,-43.0283,75.43,86,73,11.27
324,Lukaya,UG,2021-12-08 14:54:59,-0.1489,31.8748,80.65,58,75,6.55
325,Sioux Lookout,CA,2021-12-08 14:55:00,50.1001,-91.917,-1.82,84,20,2.3
326,Broken Hill,AU,2021-12-08 14:50:00,-31.95,141.4333,60.51,25,0,16.11
327,Ray,IN,2021-12-08 14:55:00,23.6833,85.05,68.77,60,4,1.57
328,Cidreira,BR,2021-12-08 14:55:01,-30.1811,-50.2056,71.96,56,37,11.48
329,Sambava,MG,2021-12-08 14:55:01,-14.2667,50.1667,78.84,72,8,10.16
330,Houma,US,2021-12-08 14:55:01,29.5958,-90.7195,62.01,98,99,11.01
331,Ambon,ID,2021-12-08 14:55:02,-3.6954,128.1814,79.0,88,98,9.44
332,Meulaboh,ID,2021-12-08 14:55:02,4.1363,96.1285,79.52,80,89,2.62
333,Javanrud,IR,2021-12-08 14:55:03,34.7961,46.5172,49.24,44,100,6.04
334,Harboore,DK,2021-12-08 14:55:03,56.6175,8.1807,36.21,91,100,23.15
335,Ilulissat,GL,2021-12-08 14:55:03,69.2167,-51.1,25.03,64,100,11.34
336,Mastic Beach,US,2021-12-08 14:55:04,40.7668,-72.8521,42.6,73,90,8.99
337,Vila Franca Do Campo,PT,2021-12-08 14:55:04,37.7167,-25.4333,66.2,62,96,4.97
338,Santiago Del Estero,AR,2021-12-08 14:55:04,-27.7951,-64.2615,86.81,31,100,6.53
339,Lompoc,US,2021-12-08 14:55:05,34.6391,-120.4579,57.78,88,90,3.44
340,Quemado De Guines,CU,2021-12-08 14:55:05,22.7853,-80.2536,82.33,63,32,10.27
341,Padrauna,IN,2021-12-08 14:55:06,26.9025,83.9819,67.78,37,0,6.08
342,Hamilton,US,2021-12-08 14:51:54,39.1834,-84.5333,30.15,87,75,1.01
343,Arequipa,PE,2021-12-08 14:55:06,-16.3989,-71.535,69.87,37,0,6.91
344,Sompeta,IN,2021-12-08 14:55:07,18.9333,84.6,75.63,78,3,8.46
345,Hami,CN,2021-12-08 14:55:07,42.8,93.45,28.31,62,27,4.65
346,Yulin,CN,2021-12-08 14:55:07,22.6333,110.15,67.42,51,88,2.04
347,Kuopio,FI,2021-12-08 14:55:08,62.8924,27.677,-2.25,84,90,6.91
348,Elbistan,TR,2021-12-08 14:55:08,38.2059,37.1983,39.92,90,100,3.98
349,Diamantino,BR,2021-12-08 14:55:09,-14.4086,-56.4461,93.02,48,7,1.5
350,Sao Joao Da Barra,BR,2021-12-08 14:55:09,-21.6403,-41.0511,71.69,76,96,15.61
351,Semirom,IR,2021-12-08 14:55:09,31.4167,51.5667,43.45,33,100,3.56
352,Locri,IT,2021-12-08 14:55:10,38.2414,16.2623,61.38,65,96,2.95
353,Daryapur,IN,2021-12-08 14:55:10,20.9333,77.3333,72.84,46,58,4.23
354,Yar-Sale,RU,2021-12-08 14:55:11,66.8333,70.8333,17.69,79,100,26.06
355,Jacareacanga,BR,2021-12-08 14:55:11,-6.2222,-57.7528,86.31,74,20,3.44
356,Fengzhen,CN,2021-12-08 14:55:11,40.4394,113.1536,29.37,73,100,5.66
357,Kangaatsiaq,GL,2021-12-08 14:55:12,68.3065,-53.4641,16.0,74,100,12.33
358,Sapele,NG,2021-12-08 14:55:12,5.8941,5.6767,95.9,31,79,4.34
359,Dovers,VC,2021-12-08 14:55:12,12.8833,-61.1833,81.99,75,92,20.4
360,Umm Lajj,SA,2021-12-08 14:55:13,25.0213,37.2685,73.99,58,41,17.56
361,Sinnar,SD,2021-12-08 14:55:13,13.5691,33.5672,91.02,20,5,10.83
362,Jijiang,CN,2021-12-08 14:55:13,29.2906,106.2542,57.36,85,100,2.15
363,Veselynove,UA,2021-12-08 14:55:14,47.3567,31.2349,44.92,93,100,5.84
364,Meadow Lake,US,2021-12-08 14:55:14,34.8014,-106.5436,43.39,71,57,0.85
365,Srednekolymsk,RU,2021-12-08 14:56:15,67.45,153.6833,-23.42,98,100,3.98
366,Sao Miguel Do Araguaia,BR,2021-12-08 14:56:15,-13.275,-50.1628,81.55,78,65,8.28
367,Vostochnyy,RU,2021-12-08 14:56:15,55.8167,37.8667,19.38,92,24,7.81
368,Marsa Matruh,EG,2021-12-08 14:56:16,31.3525,27.2453,64.6,48,40,25.32
369,Guiyang,CN,2021-12-08 14:56:16,26.5833,106.7167,50.49,62,90,11.18
370,Tessalit,ML,2021-12-08 14:56:16,20.1986,1.0114,85.03,8,64,1.23
371,Daru,PG,2021-12-08 14:56:17,-9.0763,143.2092,79.95,84,100,5.17
372,Havre,FR,2021-12-08 14:56:17,49.5833,0.3333,45.45,81,40,17.27
373,Manzhouli,CN,2021-12-08 14:56:18,49.6,117.4333,14.13,95,99,4.12
374,Noshiro,JP,2021-12-08 14:56:18,40.2039,140.0242,41.77,70,100,8.14
375,Bilma,NE,2021-12-08 14:56:18,18.6853,12.9164,77.86,9,0,9.84
376,Nabire,ID,2021-12-08 14:56:19,-3.3667,135.4833,78.58,85,100,3.65
377,Mersin,TR,2021-12-08 14:53:49,36.862,34.6509,52.95,81,100,13.98
378,Pemba,MZ,2021-12-08 14:55:07,-12.974,40.5178,86.7,74,20,10.0
379,Tambovka,RU,2021-12-08 14:56:19,50.0969,128.0489,17.71,92,11,11.05
380,Alofi,NU,2021-12-08 14:56:20,-19.0595,-169.9187,73.29,100,100,9.22
381,Timmins,CA,2021-12-08 14:56:20,48.4669,-81.3331,3.02,85,75,4.61
382,Pontes E Lacerda,BR,2021-12-08 14:56:21,-15.2261,-59.3353,90.27,55,33,3.69
383,Ransang,PH,2021-12-08 14:56:21,8.9603,117.5828,78.21,85,74,3.22
384,Lubao,PH,2021-12-08 14:56:21,14.9167,120.55,79.14,76,97,11.52
385,Tyukhtet,RU,2021-12-08 14:56:22,56.5389,89.3011,0.88,90,91,8.34
386,Whitehorse,CA,2021-12-08 14:56:00,60.7161,-135.0538,14.77,85,90,8.05
387,Talaya,RU,2021-12-08 14:56:22,61.3833,152.75,-39.53,100,97,2.46
388,Izumo,JP,2021-12-08 14:56:23,35.3667,132.7667,53.55,78,9,7.38
389,Havelock,US,2021-12-08 14:56:23,34.8791,-76.9013,49.93,94,100,3.0
390,Ilo,PE,2021-12-08 14:56:24,-17.6394,-71.3375,68.86,78,75,11.5
391,Guerrero Negro,MX,2021-12-08 14:56:24,27.9769,-114.0611,60.4,81,100,7.92
392,Saint-Joseph,RE,2021-12-08 14:56:25,-21.3667,55.6167,79.21,71,36,9.48
393,Santa Isabel Do Rio Negro,BR,2021-12-08 14:56:25,-0.4139,-65.0192,76.75,92,100,2.01
394,Muravlenko,RU,2021-12-08 14:56:26,63.7898,74.523,6.31,84,100,22.17
395,Houston,US,2021-12-08 14:56:15,29.7633,-95.3633,64.54,84,90,1.01
396,Itoman,JP,2021-12-08 14:56:26,26.1247,127.6694,66.22,59,20,11.5
397,Nova Olimpia,BR,2021-12-08 14:56:27,-14.7972,-57.2881,92.39,55,15,1.32
398,Finnsnes,NO,2021-12-08 14:56:27,69.2296,17.9811,21.16,91,3,6.15
399,Inongo,CD,2021-12-08 14:56:27,-1.95,18.2667,76.06,80,97,5.86
400,Ivanivka,UA,2021-12-08 14:56:28,46.7208,34.553,48.34,89,100,6.87
401,Magole,TZ,2021-12-08 14:56:28,-6.3667,37.3667,77.63,75,80,5.95
402,Rustenburg,ZA,2021-12-08 14:56:29,-25.6676,27.2421,76.62,54,95,3.44
403,Salinas,US,2021-12-08 14:52:41,36.6777,-121.6555,54.5,88,90,5.75
404,Yining,CN,2021-12-08 14:56:29,29.0361,114.5636,53.2,63,73,0.83
405,Lermontovka,RU,2021-12-08 14:56:30,47.1453,134.3383,12.9,95,36,4.5
406,Byron Bay,AU,2021-12-08 14:56:30,-28.65,153.6167,71.06,91,100,7.34
407,Cherkasy,UA,2021-12-08 14:56:30,49.4285,32.0621,42.55,93,100,9.71
408,Lorengau,PG,2021-12-08 14:56:31,-2.0226,147.2712,79.5,90,100,19.17
409,Carutapera,BR,2021-12-08 14:57:31,-1.195,-46.02,87.26,64,83,8.77
410,Campbellton,CA,2021-12-08 14:57:32,48.0075,-66.6727,7.25,66,100,7.54
411,Grand Gaube,MU,2021-12-08 14:57:32,-20.0064,57.6608,81.0,68,12,8.99
412,Zemio,CF,2021-12-08 14:57:32,5.0314,25.1361,87.46,36,100,3.65
413,Salalah,OM,2021-12-08 14:57:33,17.0151,54.0924,74.66,54,0,3.09
414,Kilgore,US,2021-12-08 14:57:33,32.3863,-94.8758,49.44,69,8,5.84
415,Gavrilovka Vtoraya,RU,2021-12-08 14:57:34,52.877,42.7663,36.01,85,100,11.18
416,Derventa,BA,2021-12-08 14:57:34,44.9772,17.9103,42.55,73,71,4.85
417,Florence,IT,2021-12-08 14:53:30,43.7667,11.25,50.09,96,75,6.91
418,Karaton,ID,2021-12-08 14:57:35,-6.3424,106.1045,82.33,91,43,2.66
419,Adrar,MR,2021-12-08 14:57:35,20.5022,-10.0711,77.83,8,68,14.92
420,Guantanamo,CU,2021-12-08 14:57:35,20.1444,-75.2092,84.72,56,51,5.59
421,Beringovskiy,RU,2021-12-08 14:57:36,63.05,179.3167,-1.39,98,100,14.61
422,Ponta Delgada,PT,2021-12-08 14:57:36,37.7333,-25.6667,66.51,59,75,3.44
423,Kamaishi,JP,2021-12-08 14:57:36,39.2667,141.8833,46.53,73,100,16.11
424,Ormara,PK,2021-12-08 14:57:37,25.2088,64.6357,74.82,54,0,5.12
425,Esmeraldas,BR,2021-12-08 14:57:37,-19.7625,-44.3139,67.24,77,93,5.14
426,San Cristobal,VE,2021-12-08 14:57:38,7.7669,-72.225,69.98,48,89,5.41
427,Rioja,AR,2021-12-08 14:55:56,-29.4111,-66.8507,85.05,41,18,10.96
428,Huilong,CN,2021-12-08 14:57:38,31.8111,121.655,56.03,77,27,4.72
429,Blythe,US,2021-12-08 14:57:39,33.6103,-114.5964,59.52,47,95,3.36
430,Marsabit,KE,2021-12-08 14:57:39,2.3284,37.9899,71.82,61,87,9.17
431,Barentu,ER,2021-12-08 14:57:39,15.1139,37.5928,84.02,15,0,10.83
432,Cacu,BR,2021-12-08 14:57:28,-18.5567,-51.1308,83.28,47,18,6.73
433,Cabo San Lucas,MX,2021-12-08 14:53:29,22.8909,-109.9124,72.52,71,96,5.53
434,Cestas,FR,2021-12-08 14:57:40,44.7435,-0.6791,47.86,93,75,13.8
435,Mokhsogollokh,RU,2021-12-08 14:57:41,61.4681,128.9203,-19.8,98,100,3.58
436,Sao Felix Do Xingu,BR,2021-12-08 14:57:41,-6.6447,-51.995,79.54,84,100,3.74
437,Port-Cartier,CA,2021-12-08 14:57:41,50.0334,-66.8654,1.74,68,72,6.76
438,Leh,IN,2021-12-08 14:57:42,34.1667,77.5833,16.16,82,99,2.3
439,Kavieng,PG,2021-12-08 14:57:42,-2.5744,150.7967,81.0,82,100,12.64
440,Zaragoza,ES,2021-12-08 14:56:10,41.6561,-0.8773,52.02,49,75,7.0
441,Naze,JP,2021-12-08 14:57:43,28.3667,129.4833,62.37,56,60,14.63
442,Along,IN,2021-12-08 14:57:43,28.1667,94.7667,58.91,85,1,1.72
443,Buckeye,US,2021-12-08 14:57:44,33.3703,-112.5838,63.57,39,99,5.75
444,Ossora,RU,2021-12-08 14:57:44,59.2353,163.0719,-1.82,91,9,8.43
445,Comodoro Rivadavia,AR,2021-12-08 14:57:44,-45.8667,-67.5,57.06,51,0,11.5
446,Narsaq,GL,2021-12-08 14:57:45,60.9167,-46.05,25.5,91,97,7.54
447,Sengiley,RU,2021-12-08 14:57:45,53.9622,48.7944,32.07,92,100,14.36
448,Lohja,FI,2021-12-08 14:56:51,60.2486,24.0653,8.19,90,100,2.55
449,Pandan,PH,2021-12-08 14:58:46,14.0453,124.1694,77.34,84,100,21.27
450,Kampong Thum,KH,2021-12-08 14:58:46,12.7111,104.8887,75.94,74,100,5.23
451,Jalu,LY,2021-12-08 14:58:46,29.0331,21.5482,65.14,44,0,8.3
452,Gunnedah,AU,2021-12-08 14:58:47,-30.9833,150.25,62.22,91,73,5.55
453,Beloha,MG,2021-12-08 14:58:47,-25.1667,45.05,87.91,37,59,12.15
454,Camacupa,AO,2021-12-08 14:58:47,-12.0167,17.4833,69.96,85,74,2.62
455,Baillif,GP,2021-12-08 14:58:48,16.0202,-61.7463,83.7,68,6,9.19
456,Novobirilyussy,RU,2021-12-08 14:58:48,56.9514,90.6661,-5.51,97,88,6.08
457,Urbano Santos,BR,2021-12-08 14:58:49,-3.2078,-43.4036,94.78,41,53,7.16
458,Waddan,LY,2021-12-08 14:58:49,29.1614,16.139,64.0,20,2,2.42
459,Kaoma,ZM,2021-12-08 14:58:49,-14.7833,24.8,79.93,42,89,4.14
460,Tayu,ID,2021-12-08 14:58:50,-6.5397,111.0518,78.19,90,96,7.78
461,Aksarka,RU,2021-12-08 14:58:50,66.5606,67.7975,16.12,82,100,23.76
462,Urucara,BR,2021-12-08 14:58:50,-2.5364,-57.76,80.28,86,100,0.56
463,Bilibino,RU,2021-12-08 14:58:51,68.0546,166.4372,-32.22,99,100,2.3
464,Okha,RU,2021-12-08 14:58:51,53.5739,142.9478,14.27,82,43,10.07
465,Komatipoort,ZA,2021-12-08 14:58:52,-25.4332,31.9548,80.06,54,100,5.08
466,Barbosa Ferraz,BR,2021-12-08 14:58:52,-24.03,-52.0117,79.09,29,0,4.56
467,Bhag,PK,2021-12-08 14:58:52,29.0415,67.8239,66.0,23,0,2.35
468,Micheweni,TZ,2021-12-08 14:58:53,-4.9667,39.8333,82.38,71,54,11.1
469,Nyurba,RU,2021-12-08 14:58:53,63.2842,118.3319,-29.15,99,98,1.32
470,Mongo,TD,2021-12-08 14:58:53,12.1844,18.693,95.5,12,90,8.99
471,Kachiry,KZ,2021-12-08 14:58:54,53.0675,76.1036,-5.33,98,7,6.42
472,Kasungu,MW,2021-12-08 14:58:54,-13.0333,33.4833,84.63,35,99,12.97
473,Eirunepe,BR,2021-12-08 14:57:57,-6.6603,-69.8736,87.03,62,34,3.33
474,Kruisfontein,ZA,2021-12-08 14:58:55,-34.0033,24.7314,67.89,88,100,7.72
475,Belaya Gora,RU,2021-12-08 14:58:55,68.5333,146.4167,-50.26,100,96,3.49
476,Vila Velha,BR,2021-12-08 14:58:55,-20.3297,-40.2925,76.95,85,75,5.01
477,Kupang,ID,2021-12-08 14:58:56,-10.1667,123.5833,78.17,89,100,5.7
478,Kourou,GF,2021-12-08 14:58:56,5.1552,-52.6478,78.85,74,64,2.17
479,Makasar,ID,2021-12-08 14:58:56,-5.14,119.4221,77.05,100,40,2.3
480,Mugur-Aksy,RU,2021-12-08 14:58:57,50.35,90.5,13.69,91,100,2.24
481,Winnemucca,US,2021-12-08 14:58:57,40.973,-117.7357,37.11,76,100,6.6
482,Talcahuano,CL,2021-12-08 14:58:57,-36.7167,-73.1167,67.68,60,0,10.36
483,Arvin,US,2021-12-08 14:54:36,35.2091,-118.8284,57.67,80,5,1.57
484,Turayf,SA,2021-12-08 14:58:58,31.6725,38.6637,59.25,47,40,13.8
485,Zonguldak,TR,2021-12-08 14:58:58,41.25,31.8333,45.79,89,99,3.49
486,Nanortalik,GL,2021-12-08 14:58:59,60.1432,-45.2371,29.59,83,100,20.47
487,Carroll,US,2021-12-08 14:58:59,39.5501,-77.0164,37.92,81,1,1.99
488,Assiniboia,CA,2021-12-08 14:59:00,49.6334,-105.9845,19.22,86,100,14.97
489,Felanitx,ES,2021-12-08 14:59:00,39.4696,3.1483,53.13,47,8,20.58
490,Karacabey,TR,2021-12-08 14:59:00,40.2152,28.4038,50.29,88,100,5.91
491,Asosa,ET,2021-12-08 14:59:01,10.0667,34.5333,75.24,27,14,6.42
492,Touros,BR,2021-12-08 14:59:01,-5.1989,-35.4608,88.7,59,50,15.55
493,Arlit,NE,2021-12-08 14:55:08,18.7369,7.3853,83.52,6,5,1.54
494,Deloraine,AU,2021-12-08 14:59:02,-41.5333,146.6667,49.24,1,91,2.35
495,Mehamn,NO,2021-12-08 14:59:02,71.0357,27.8492,19.58,80,1,12.37
496,Hastings,GB,2021-12-08 14:59:02,50.8552,0.5729,47.95,59,18,21.72
497,Ler,SS,2021-12-08 15:00:03,8.3018,30.1418,95.41,14,91,7.81
498,San Quintin,MX,2021-12-08 15:00:06,30.4833,-115.95,58.46,82,100,7.31
499,Sakakah,SA,2021-12-08 15:00:07,29.9697,40.2064,68.85,40,34,7.76
500,Jiuquan,CN,2021-12-08 15:00:08,39.7432,98.5174,31.17,35,5,1.45
501,Horsham,GB,2021-12-08 15:00:10,51.064,-0.3272,47.71,67,20,13.8
502,Lasa,IT,2021-12-08 15:00:14,46.6166,10.7002,30.94,96,100,4.36
503,Malakal,SS,2021-12-08 15:00:18,9.5334,31.6605,93.92,16,87,6.87
504,San Ramon,US,2021-12-08 15:00:19,37.7799,-121.978,52.43,94,75,1.01
505,Ust-Omchug,RU,2021-12-08 15:00:21,61.15,149.6333,-44.12,100,70,2.3
506,Novaya Ladoga,RU,2021-12-08 15:00:24,60.1025,32.3019,5.0,96,84,6.51
507,Mangrol,IN,2021-12-08 15:00:25,21.1167,70.1167,77.11,51,0,9.75
508,Paamiut,GL,2021-12-08 15:00:25,61.994,-49.6678,20.93,84,15,9.95
509,Jan Kempdorp,ZA,2021-12-08 15:00:25,-27.9225,24.8305,88.18,23,77,0.47
510,Codrington,AU,2021-12-08 15:00:26,-38.2667,141.9667,50.47,72,9,14.09
511,Kalamazoo,US,2021-12-08 15:00:26,42.2506,-85.55,26.55,76,100,8.19
512,Sakaiminato,JP,2021-12-08 15:00:26,35.55,133.2333,53.2,63,6,14.94
513,Marinette,US,2021-12-08 15:00:27,45.1,-87.6307,17.96,85,36,7.11
514,Hawalli,KW,2021-12-08 15:00:27,29.2833,47.9972,69.91,70,100,8.01
515,Camacha,PT,2021-12-08 15:00:28,33.0833,-16.3333,63.82,68,40,14.97
516,Quatre Cocos,MU,2021-12-08 15:00:28,-20.2078,57.7625,79.09,68,17,12.82
517,Basco,PH,2021-12-08 15:00:29,20.4487,121.9702,74.75,69,100,27.27
518,Tilichiki,RU,2021-12-08 15:00:29,60.4667,166.1,-6.36,98,100,7.96
519,Trelew,AR,2021-12-08 15:00:30,-43.249,-65.3051,59.34,48,100,23.47
520,Noumea,NC,2021-12-08 15:00:30,-22.2763,166.4572,81.0,99,0,7.02
521,Labrea,BR,2021-12-08 15:00:30,-7.2586,-64.7981,88.32,62,50,3.91
522,Vao,NC,2021-12-08 15:00:31,-22.6667,167.4833,77.5,85,0,8.23
523,Roebourne,AU,2021-12-08 15:00:31,-20.7833,117.1333,92.88,37,81,11.14
524,Mareeba,AU,2021-12-08 15:00:31,-17.0,145.4333,74.44,93,6,1.92
525,Ornes,NO,2021-12-08 15:00:32,66.8689,13.7078,19.51,73,70,10.31
526,Manokwari,ID,2021-12-08 15:00:33,-0.8667,134.0833,79.7,80,100,3.29
527,Finschhafen,PG,2021-12-08 15:00:34,-6.6024,147.8681,80.55,82,100,7.78
528,Winsum,NL,2021-12-08 15:00:34,53.33,6.5208,43.18,87,69,16.46
529,Castelo,BR,2021-12-08 15:00:35,-20.6036,-41.1847,69.87,93,100,2.35
530,Burns Lake,CA,2021-12-08 15:00:24,54.2331,-125.7533,25.77,64,5,6.53
531,Zaranj,AF,2021-12-08 15:00:36,30.9667,61.8833,56.86,27,2,2.48
532,Waipawa,NZ,2021-12-08 15:00:36,-41.4122,175.5153,61.45,80,89,9.48
533,Necochea,AR,2021-12-08 15:00:36,-38.5473,-58.7368,86.04,35,100,7.81
534,Shar,KZ,2021-12-08 15:00:37,49.5886,81.0453,-1.08,99,98,6.51
535,Tamandare,BR,2021-12-08 15:00:37,-8.7597,-35.1047,85.8,62,43,12.46
536,Karratha,AU,2021-12-08 15:00:38,-20.7377,116.8463,90.81,43,46,11.9
537,Caala,AO,2021-12-08 15:00:38,-12.8525,15.5606,61.79,95,100,2.59
538,Jimenez,MX,2021-12-08 15:00:38,28.3333,-105.4,59.7,32,91,4.03
539,Ewa Beach,US,2021-12-08 14:59:50,21.3156,-158.0072,74.57,90,90,0.0
540,Serrinha,BR,2021-12-08 15:00:39,-11.6642,-39.0075,88.9,45,6,7.63
541,Victor Harbor,AU,2021-12-08 15:00:39,-35.5667,138.6167,57.99,65,86,4.0
542,Ratnapura,LK,2021-12-08 15:00:40,6.6828,80.3992,76.78,91,89,1.39
543,Tual,ID,2021-12-08 15:01:40,-5.6667,132.75,82.9,78,99,16.87
544,Alta Floresta,BR,2021-12-08 15:01:40,-9.8756,-56.0861,80.01,89,97,3.83
545,Khani,GE,2021-12-08 15:01:41,41.9563,42.9566,54.97,50,93,8.81
546,Biak,ID,2021-12-08 15:01:42,-0.9131,122.8766,76.57,91,100,1.39
547,Kapoeta,SS,2021-12-08 15:01:42,4.7717,33.5903,93.07,25,100,11.7
548,Tulun,RU,2021-12-08 15:01:42,54.5611,100.5792,9.1,91,78,3.69
549,Mnogovershinnyy,RU,2021-12-08 15:01:43,53.9353,139.9242,5.61,86,50,5.99
550,Vaitape,PF,2021-12-08 15:01:43,-16.5167,-151.75,80.4,76,99,13.65
551,Tautira,PF,2021-12-08 15:01:44,-17.7333,-149.15,75.22,76,95,15.46
552,Mulanje,MW,2021-12-08 15:01:44,-16.0316,35.5,86.97,34,96,2.53
553,General Roca,AR,2021-12-08 15:01:45,-39.0333,-67.5833,67.17,50,94,23.67
554,Kutum,SD,2021-12-08 15:01:45,14.2,24.6667,77.29,13,2,13.67
555,Tokur,RU,2021-12-08 15:01:46,53.1333,132.9,2.14,97,91,3.65
556,Kurilsk,RU,2021-12-08 15:01:46,45.2333,147.8833,34.52,65,57,6.67
557,Port Keats,AU,2021-12-08 15:01:46,-14.25,129.55,79.09,81,100,3.94
558,Acapulco,MX,2021-12-08 14:58:46,16.8634,-99.8901,78.62,89,1,0.0
559,Vostok,RU,2021-12-08 15:01:47,46.4856,135.8833,10.36,91,10,4.81
560,Maarianhamina,AX,2021-12-08 15:01:47,60.0973,19.9348,28.26,86,90,9.22
561,Aketi,CD,2021-12-08 15:01:48,2.7388,23.7833,78.58,74,96,4.03
562,Karlskrona,SE,2021-12-08 15:01:48,56.1616,15.5866,32.45,70,100,17.54
563,Taree,AU,2021-12-08 15:01:48,-31.9,152.4667,68.11,97,100,1.45
564,Ushibuka,JP,2021-12-08 15:01:49,32.1906,130.0228,54.12,66,7,15.52
565,Peace River,CA,2021-12-08 15:00:20,56.2501,-117.286,31.66,99,100,3.0
566,Ushtobe,KZ,2021-12-08 15:01:49,45.2514,77.9838,34.12,72,99,9.35
567,Takoradi,GH,2021-12-08 15:01:50,4.8845,-1.7554,84.2,66,5,9.4
568,Anadyr,RU,2021-12-08 15:01:50,64.75,177.4833,6.01,84,100,4.0
569,Beba,CU,2021-12-08 15:01:50,22.4437,-79.7253,80.29,75,57,9.73
